,,,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 014,Sweep 014,Sweep 014,Sweep 014
Well ID,Cell Type,Valid QC,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2
B15,TM -dox,T,1.698260E-11,-2.004131E-11,-1.837120E-11,1.090909E+0,1.699208E-11,-2.338153E-11,-2.672175E-11,8.750000E-1,1.693937E-11,-2.004131E-11,-2.171142E-11,9.230770E-1,1.723400E-11,-2.839186E-11,-2.672175E-11,1.062500E+0,1.700950E-11,-4.175274E-11,-2.839186E-11,1.470588E+0,1.713923E-11,-2.505164E-11,-1.837120E-11,1.363636E+0,1.717882E-11,-1.837120E-11,-1.336088E-11,1.375000E+0,1.701645E-11,-2.338153E-11,-1.336088E-11,1.750000E+0,1.716057E-11,-2.672175E-11,-1.837120E-11,1.454545E+0,1.696723E-11,-2.338153E-11,-1.837120E-11,1.272727E+0,1.704426E-11,-2.171142E-11,-1.837120E-11,1.181818E+0,1.716739E-11,-2.004131E-11,-1.670110E-11,1.200000E+0,1.686605E-11,-2.839186E-11,-2.505164E-11,1.133333E+0,1.675964E-11,-3.340219E-12,-1.837120E-11,1.818182E-1
C15,TM -dox,T,1.151230E-11,-3.173208E-11,-4.509296E-11,7.037036E-1,1.158888E-11,-2.338153E-11,-4.843317E-11,4.827586E-1,1.179222E-11,-2.338153E-11,-5.177339E-11,4.516129E-1,1.187652E-11,-2.171142E-11,-4.676307E-11,4.642857E-1,1.165622E-11,-2.505164E-11,-4.509296E-11,5.555555E-1,1.164724E-11,-2.505164E-11,-3.340219E-11,7.499999E-1,1.184676E-11,-1.670110E-11,-2.004131E-11,8.333334E-1,1.160654E-11,-2.505164E-11,-2.338153E-11,1.071429E+0,1.162655E-11,-3.841252E-11,-2.004131E-11,1.916667E+0,1.168530E-11,-5.010328E-11,-2.672175E-11,1.875000E+0,1.174433E-11,-4.509296E-11,-2.004131E-11,2.250000E+0,1.157371E-11,-4.843317E-11,-2.505164E-11,1.933333E+0,1.165299E-11,-4.843317E-11,-2.505164E-11,1.933333E+0,1.172413E-11,-2.839186E-11,-1.503099E-11,1.888889E+0
D15,TM -dox,T,3.547958E-11,-2.338153E-11,-5.344350E-11,4.375000E-1,3.509883E-11,-2.505164E-11,-4.509296E-11,5.555555E-1,3.536121E-11,-2.672175E-11,-4.509296E-11,5.925926E-1,3.500546E-11,-2.004131E-11,-5.344350E-11,3.750000E-1,3.366553E-11,-2.004131E-11,-3.340219E-11,6.000000E-1,3.381682E-11,-2.839186E-11,-4.509296E-11,6.296296E-1,3.352240E-11,-2.338153E-11,-2.004131E-11,1.166667E+0,3.295191E-11,-3.841252E-11,-2.672175E-11,1.437500E+0,3.203224E-11,-5.344350E-11,-1.503099E-11,3.555556E+0,3.181468E-11,-5.344350E-11,-1.837120E-11,2.909091E+0,3.126899E-11,-6.346416E-11,-2.505164E-11,2.533333E+0,3.020307E-11,-5.511361E-11,-2.004131E-11,2.750000E+0,3.045929E-11,-4.342285E-11,-1.503099E-11,2.888889E+0,2.980259E-11,-3.841252E-11,-2.004131E-11,1.916667E+0
E15,TM -dox,T,1.672361E-11,-2.171142E-11,-3.674241E-11,5.909091E-1,1.620098E-11,-2.672175E-11,-2.672175E-11,1.000000E+0,1.703318E-11,-2.672175E-11,-3.173208E-11,8.421053E-1,1.719251E-11,-2.171142E-11,-2.672175E-11,8.125000E-1,1.686317E-11,-2.839186E-11,-2.839186E-11,1.000000E+0,1.702122E-11,-2.338153E-11,-2.672175E-11,8.750000E-1,1.695057E-11,-2.839186E-11,-2.839186E-11,1.000000E+0,1.656584E-11,-2.839186E-11,-3.340219E-11,8.500000E-1,1.664711E-11,-3.006197E-11,-3.006197E-11,1.000000E+0,1.691611E-11,-3.674241E-11,-2.839186E-11,1.294118E+0,1.668608E-11,-3.173208E-11,-3.173208E-11,1.000000E+0,1.657416E-11,-3.340219E-11,-3.507230E-11,9.523810E-1,1.656067E-11,-2.505164E-11,-2.672175E-11,9.375000E-1,1.683402E-11,-1.837120E-11,-2.171142E-11,8.461539E-1
F15,TM -dox,T,8.985565E-12,-1.837120E-11,-5.010329E-12,3.666667E+0,8.885538E-12,-2.171142E-11,-1.002066E-11,2.166667E+0,9.212028E-12,-2.338153E-11,-3.340219E-12,7.000000E+0,9.521182E-12,-2.505164E-11,1.670109E-12,-1.500000E+1,9.216821E-12,-3.507230E-11,-3.340219E-12,1.050000E+1,9.396094E-12,-2.839186E-11,-6.680438E-12,4.250000E+0,9.226508E-12,-2.505164E-11,-8.350548E-12,3.000000E+0,9.033171E-12,-2.004131E-11,0.000000E+0,-Inf,9.067279E-12,-5.010329E-12,1.169077E-11,-4.285714E-1,9.313274E-12,-1.169077E-11,-6.680438E-12,1.750000E+0,9.106898E-12,-8.350548E-12,-1.670109E-12,5.000000E+0,8.779390E-12,2.171142E-11,8.350548E-12,2.600000E+0,8.962772E-12,2.004131E-11,0.000000E+0,Inf,9.194128E-12,3.507230E-11,0.000000E+0,Inf
H15,TM -dox,T,1.645727E-11,-6.012394E-11,-3.173208E-11,1.894737E+0,1.586697E-11,-3.006197E-11,-3.507230E-11,8.571429E-1,1.634855E-11,-2.839186E-11,-3.507230E-11,8.095238E-1,1.642461E-11,-4.843317E-11,-3.674241E-11,1.318182E+0,1.587526E-11,-2.505164E-11,-3.340219E-11,7.499999E-1,1.654423E-11,-2.505164E-11,-2.505164E-11,1.000000E+0,1.617425E-11,-2.672175E-11,-1.837120E-11,1.454545E+0,1.572445E-11,-5.344350E-11,-6.179405E-11,8.648649E-1,1.635201E-11,-2.839186E-11,-1.503099E-11,1.888889E+0,1.570377E-11,-3.674241E-11,-2.338153E-11,1.571429E+0,1.603037E-11,-3.674241E-11,-1.503099E-11,2.444444E+0,1.587211E-11,-3.841252E-11,-2.338153E-11,1.642857E+0,1.587233E-11,-2.672175E-11,-1.503099E-11,1.777778E+0,1.593185E-11,-2.338153E-11,-2.004131E-11,1.166667E+0
I15,TM -dox,T,6.478289E-11,-6.680438E-12,-1.920626E-10,3.478261E-2,6.493957E-11,-5.010329E-12,-2.004131E-10,2.500000E-2,6.535884E-11,-2.004131E-11,-1.937327E-10,1.034483E-1,6.575399E-11,-4.175274E-11,-1.937327E-10,2.155172E-1,6.508617E-11,-3.841252E-11,-1.870523E-10,2.053571E-1,6.454874E-11,-5.511361E-11,-1.586604E-10,3.473684E-1,6.482691E-11,-6.012394E-11,-1.319387E-10,4.556962E-1,6.502044E-11,-8.016526E-11,-8.851580E-11,9.056605E-1,6.466801E-11,-2.054235E-10,-7.515492E-11,2.733334E+0,6.468222E-11,-2.371555E-10,-8.684569E-11,2.730769E+0,6.468670E-11,-2.121039E-10,-5.177339E-11,4.096774E+0,6.342421E-11,-1.736914E-10,-4.676307E-11,3.714286E+0,6.279421E-11,-1.620006E-10,-6.847449E-11,2.365854E+0,6.288726E-11,-9.853646E-11,-5.678372E-11,1.735294E+0
J15,TM -dox,T,3.128812E-11,-5.010329E-12,-1.085571E-10,4.615385E-2,3.105683E-11,-1.169077E-11,-1.085571E-10,1.076923E-1,3.094399E-11,-1.002066E-11,-1.135674E-10,8.823530E-2,3.064559E-11,-2.839186E-11,-1.185778E-10,2.394366E-1,3.065817E-11,-2.839186E-11,-1.002066E-10,2.833334E-1,3.005730E-11,-5.010328E-11,-1.102272E-10,4.545454E-1,2.918281E-11,-5.678372E-11,-1.018767E-10,5.573770E-1,2.929527E-11,-5.511361E-11,-6.513427E-11,8.461539E-1,2.888559E-11,-7.849515E-11,-6.179405E-11,1.270270E+0,2.926989E-11,-1.102272E-10,-5.845383E-11,1.885714E+0,2.889398E-11,-1.252582E-10,-6.012394E-11,2.083333E+0,2.895861E-11,-1.219180E-10,-4.676307E-11,2.607143E+0,2.898079E-11,-1.135674E-10,-4.843317E-11,2.344828E+0,2.833975E-11,-8.684569E-11,-5.344350E-11,1.625000E+0
K15,TM -dox,T,1.194101E-11,-1.670110E-11,-3.006197E-11,5.555556E-1,1.174268E-11,-2.338153E-11,-3.006197E-11,7.777778E-1,1.184555E-11,-1.837120E-11,-2.839186E-11,6.470588E-1,1.191286E-11,-2.004131E-11,-3.173208E-11,6.315790E-1,1.206046E-11,-2.338153E-11,-2.505164E-11,9.333334E-1,1.200012E-11,-1.837120E-11,-2.505164E-11,7.333333E-1,1.197226E-11,-2.505164E-11,-3.006197E-11,8.333333E-1,1.176934E-11,-2.672175E-11,-2.004131E-11,1.333333E+0,1.177028E-11,-2.839186E-11,-2.004131E-11,1.416667E+0,1.211685E-11,-2.839186E-11,-2.004131E-11,1.416667E+0,1.205729E-11,-2.672175E-11,-2.338153E-11,1.142857E+0,1.188960E-11,-2.171142E-11,-1.837120E-11,1.181818E+0,1.175380E-11,-2.839186E-11,-2.338153E-11,1.214286E+0,1.194607E-11,-1.169077E-11,-1.837120E-11,6.363636E-1
O15,TM -dox,T,1.558330E-11,-2.338153E-11,-5.010329E-12,4.666667E+0,1.543484E-11,-1.670110E-11,-6.680438E-12,2.500000E+0,1.557608E-11,-2.171142E-11,-6.680438E-12,3.250000E+0,1.561621E-11,-2.004131E-11,0.000000E+0,-Inf,1.559425E-11,-2.171142E-11,-5.010329E-12,4.333333E+0,1.584314E-11,-2.338153E-11,-5.010329E-12,4.666667E+0,1.580658E-11,-3.173208E-11,-2.505164E-11,1.266667E+0,1.553887E-11,-3.340219E-11,-2.338153E-11,1.428571E+0,1.579382E-11,-1.503099E-11,-1.670109E-12,9.000000E+0,1.581417E-11,-1.169077E-11,-5.010329E-12,2.333333E+0,1.565712E-11,-1.837120E-11,-1.503099E-11,1.222222E+0,1.549398E-11,-3.340219E-12,-1.670110E-11,2.000000E-1,1.598058E-11,-3.340219E-12,-1.002066E-11,3.333333E-1,1.573604E-11,3.340219E-12,-1.503099E-11,-2.222222E-1
P15,TM -dox,T,1.800036E-11,-1.503099E-11,-3.340219E-11,4.500000E-1,1.786673E-11,-1.837120E-11,-3.006197E-11,6.111111E-1,1.804267E-11,-1.670110E-11,-2.505164E-11,6.666667E-1,1.856410E-11,-1.670110E-11,-2.505164E-11,6.666667E-1,1.805797E-11,-2.338153E-11,-3.340219E-11,7.000000E-1,1.818071E-11,-2.338153E-11,-2.839186E-11,8.235294E-1,1.809402E-11,-2.338153E-11,-2.505164E-11,9.333334E-1,1.796072E-11,-2.672175E-11,-1.670110E-11,1.600000E+0,1.827565E-11,-2.672175E-11,-2.004131E-11,1.333333E+0,1.851157E-11,-2.505164E-11,-2.004131E-11,1.250000E+0,1.825443E-11,-3.006197E-11,-2.505164E-11,1.200000E+0,1.790825E-11,-2.672175E-11,-2.004131E-11,1.333333E+0,1.810644E-11,-2.505164E-11,-2.004131E-11,1.250000E+0,1.810540E-11,-2.004131E-11,-2.171142E-11,9.230770E-1
C16,TM -dox,T,9.554474E-12,-2.338153E-11,-9.853646E-11,2.372881E-1,9.455624E-12,-2.004131E-11,-9.018591E-11,2.222222E-1,9.540098E-12,-1.670110E-11,-9.185602E-11,1.818182E-1,9.534812E-12,-2.338153E-11,-8.684569E-11,2.692308E-1,9.432109E-12,-2.505164E-11,-8.517558E-11,2.941176E-1,9.625621E-12,-2.505164E-11,-7.348482E-11,3.409091E-1,9.425424E-12,-2.338153E-11,-5.177339E-11,4.516129E-1,9.434242E-12,-3.507230E-11,-3.173208E-11,1.105263E+0,9.345881E-12,-5.010328E-11,-1.670110E-11,3.000000E+0,9.322224E-12,-8.016526E-11,-2.171142E-11,3.692308E+0,9.353815E-12,-1.002066E-10,-3.006197E-11,3.333333E+0,9.355593E-12,-9.519624E-11,-4.008263E-11,2.375000E+0,9.369810E-12,-8.016526E-11,-5.678372E-11,1.411765E+0,9.363396E-12,-5.010328E-11,-3.006197E-11,1.666667E+0
D16,TM -dox,T,1.830613E-11,-2.338153E-11,-1.503099E-11,1.555556E+0,1.778584E-11,-2.171142E-11,-3.006197E-11,7.222222E-1,1.834047E-11,-3.173208E-11,-2.338153E-11,1.357143E+0,1.863957E-11,-2.338153E-11,-3.674241E-11,6.363636E-1,1.821830E-11,-2.171142E-11,-2.338153E-11,9.285714E-1,1.823352E-11,-2.004131E-11,-1.837120E-11,1.090909E+0,1.839932E-11,-2.004131E-11,-2.171142E-11,9.230770E-1,1.840827E-11,-3.006197E-11,-2.839186E-11,1.058823E+0,1.818287E-11,-2.338153E-11,-1.503099E-11,1.555556E+0,1.839510E-11,-3.006197E-11,-2.505164E-11,1.200000E+0,1.866706E-11,-1.837120E-11,-1.503099E-11,1.222222E+0,1.864324E-11,-2.004131E-11,-2.004131E-11,1.000000E+0,1.850692E-11,-4.008263E-11,-3.006197E-11,1.333333E+0,1.847981E-11,-2.672175E-11,-2.672175E-11,1.000000E+0
E16,TM -dox,T,1.592725E-11,-3.006197E-11,-3.674241E-11,8.181818E-1,1.601246E-11,-2.171142E-11,-4.008263E-11,5.416666E-1,1.586089E-11,-1.670110E-11,-3.507230E-11,4.761905E-1,1.597566E-11,-2.171142E-11,-2.505164E-11,8.666667E-1,1.607788E-11,-2.171142E-11,-2.505164E-11,8.666667E-1,1.605219E-11,-1.670110E-11,-2.004131E-11,8.333334E-1,1.583123E-11,-2.004131E-11,-2.004131E-11,1.000000E+0,1.606227E-11,-2.004131E-11,-2.004131E-11,1.000000E+0,1.566430E-11,-2.505164E-11,-1.670110E-11,1.500000E+0,1.598929E-11,-2.505164E-11,-1.670110E-11,1.500000E+0,1.559722E-11,-3.006197E-11,-2.505164E-11,1.200000E+0,1.599088E-11,-2.171142E-11,-1.503099E-11,1.444444E+0,1.583773E-11,-2.505164E-11,-2.004131E-11,1.250000E+0,1.581735E-11,-2.672175E-11,-2.505164E-11,1.066667E+0
F16,TM -dox,T,1.862212E-11,-1.837120E-11,-5.010328E-11,3.666667E-1,1.847471E-11,-1.503099E-11,-8.851580E-11,1.698113E-1,1.854202E-11,-2.171142E-11,-5.344350E-11,4.062500E-1,1.838652E-11,-2.171142E-11,-5.177339E-11,4.193548E-1,1.839355E-11,-4.008263E-11,-4.509296E-11,8.888889E-1,1.832758E-11,-2.505164E-11,-4.175274E-11,6.000000E-1,1.862498E-11,-1.837120E-11,-2.672175E-11,6.875000E-1,1.867120E-11,-2.672175E-11,-2.338153E-11,1.142857E+0,1.867106E-11,-4.676307E-11,-3.006197E-11,1.555556E+0,1.827622E-11,-4.509296E-11,-1.670110E-11,2.700000E+0,1.851273E-11,-6.179405E-11,-3.006197E-11,2.055556E+0,1.864986E-11,-4.843317E-11,-2.338153E-11,2.071429E+0,1.857229E-11,-5.010328E-11,-2.338153E-11,2.142857E+0,1.859406E-11,-4.008263E-11,-2.338153E-11,1.714286E+0
G16,TM -dox,T,1.139541E-11,-1.670110E-11,-5.344350E-11,3.125000E-1,1.140807E-11,-2.004131E-11,-5.511361E-11,3.636364E-1,1.138463E-11,-2.338153E-11,-4.843317E-11,4.827586E-1,1.146154E-11,-2.338153E-11,-4.008263E-11,5.833333E-1,1.129820E-11,-1.837120E-11,-4.008263E-11,4.583333E-1,1.140081E-11,-2.338153E-11,-3.841252E-11,6.086957E-1,1.140227E-11,-2.338153E-11,-3.340219E-11,7.000000E-1,1.152469E-11,-2.672175E-11,-2.839186E-11,9.411765E-1,1.138109E-11,-3.173208E-11,-1.503099E-11,2.111111E+0,1.122351E-11,-4.676307E-11,-2.505164E-11,1.866667E+0,1.140138E-11,-4.342285E-11,-2.004131E-11,2.166667E+0,1.160539E-11,-4.676307E-11,-2.505164E-11,1.866667E+0,1.146603E-11,-4.342285E-11,-2.004131E-11,2.166667E+0,1.135439E-11,-3.507230E-11,-2.171142E-11,1.615385E+0
I16,TM -dox,T,7.894954E-12,-2.672175E-11,-4.008263E-11,6.666666E-1,8.296894E-12,-2.171142E-11,-4.175274E-11,5.200000E-1,7.987006E-12,-2.171142E-11,-4.342285E-11,5.000000E-1,8.171900E-12,-2.505164E-11,-3.841252E-11,6.521739E-1,8.219740E-12,-2.004131E-11,-1.503099E-11,1.333333E+0,8.127925E-12,-2.338153E-11,-3.006197E-11,7.777778E-1,8.134999E-12,-2.505164E-11,-2.672175E-11,9.375000E-1,7.993198E-12,-2.338153E-11,-1.670110E-11,1.400000E+0,8.234683E-12,-2.839186E-11,-1.503099E-11,1.888889E+0,8.347737E-12,-3.841252E-11,-2.338153E-11,1.642857E+0,8.138606E-12,-4.342285E-11,-2.505164E-11,1.733333E+0,8.137930E-12,-3.841252E-11,-2.338153E-11,1.642857E+0,8.016241E-12,-2.505164E-11,-1.670110E-11,1.500000E+0,7.965846E-12,-1.837120E-11,-2.004131E-11,9.166666E-1
J16,TM -dox,T,7.345971E-11,-2.505164E-11,-7.348482E-11,3.409091E-1,7.365634E-11,-2.171142E-11,-5.344350E-11,4.062500E-1,7.386432E-11,-3.006197E-11,-5.678372E-11,5.294117E-1,7.362107E-11,-2.839186E-11,-5.678372E-11,5.000000E-1,7.309261E-11,-2.505164E-11,-6.012394E-11,4.166667E-1,7.316009E-11,-1.837120E-11,-3.006197E-11,6.111111E-1,7.348225E-11,-2.171142E-11,-3.006197E-11,7.222222E-1,7.370404E-11,-1.837120E-11,-1.336088E-11,1.375000E+0,7.365743E-11,-4.509296E-11,-2.338153E-11,1.928571E+0,7.364356E-11,-5.177339E-11,-1.169077E-11,4.428572E+0,7.350612E-11,-6.012394E-11,-1.336088E-11,4.500000E+0,7.339789E-11,-4.008263E-11,-1.670109E-12,2.400000E+1,7.326233E-11,-3.340219E-11,-3.340219E-12,1.000000E+1,7.294832E-11,-2.505164E-11,-1.336088E-11,1.875000E+0
K16,TM -dox,T,4.441937E-12,-2.004131E-11,-2.171142E-11,9.230770E-1,4.783248E-12,-1.837120E-11,-2.004131E-11,9.166666E-1,4.718565E-12,-2.004131E-11,-2.171142E-11,9.230770E-1,4.708799E-12,-2.004131E-11,-1.503099E-11,1.333333E+0,4.633114E-12,-2.839186E-11,-1.169077E-11,2.428571E+0,4.816359E-12,-3.841252E-11,-2.004131E-11,1.916667E+0,4.671493E-12,-2.505164E-11,-2.004131E-11,1.250000E+0,4.619311E-12,-2.672175E-11,-2.338153E-11,1.142857E+0,4.333814E-12,-2.672175E-11,-1.670110E-11,1.600000E+0,4.469156E-12,-2.505164E-11,-2.004131E-11,1.250000E+0,4.871543E-12,-2.505164E-11,-2.505164E-11,1.000000E+0,4.776267E-12,-1.503099E-11,-2.171142E-11,6.923077E-1,4.636429E-12,-1.002066E-11,-1.169077E-11,8.571429E-1,4.280462E-12,-8.350548E-12,-2.338153E-11,3.571429E-1
M16,TM -dox,T,1.471435E-11,-2.338153E-11,-2.839186E-11,8.235294E-1,1.497380E-11,-1.670110E-11,-2.839186E-11,5.882353E-1,1.485976E-11,-2.004131E-11,-2.505164E-11,8.000000E-1,1.483597E-11,-1.837120E-11,-3.006197E-11,6.111111E-1,1.492309E-11,-1.837120E-11,-2.338153E-11,7.857143E-1,1.493821E-11,-2.171142E-11,-3.006197E-11,7.222222E-1,1.464819E-11,-2.672175E-11,-2.672175E-11,1.000000E+0,1.465325E-11,-2.338153E-11,-2.004131E-11,1.166667E+0,1.470918E-11,-2.505164E-11,-1.670110E-11,1.500000E+0,1.467573E-11,-2.505164E-11,-2.505164E-11,1.000000E+0,1.473453E-11,-2.839186E-11,-2.338153E-11,1.214286E+0,1.457239E-11,-2.505164E-11,-2.338153E-11,1.071429E+0,1.492461E-11,-2.338153E-11,-2.004131E-11,1.166667E+0,1.472373E-11,-1.670110E-11,-1.837120E-11,9.090909E-1
N16,TM -dox,T,9.206569E-12,-2.004131E-11,-2.338153E-11,8.571429E-1,9.160340E-12,-1.169077E-11,-2.004131E-11,5.833333E-1,8.923965E-12,-1.670110E-11,-2.505164E-11,6.666667E-1,9.049215E-12,-2.171142E-11,-3.173208E-11,6.842105E-1,9.002356E-12,-2.505164E-11,-2.171142E-11,1.153846E+0,9.240254E-12,-3.173208E-11,-2.839186E-11,1.117647E+0,9.140131E-12,-1.837120E-11,-1.002066E-11,1.833333E+0,9.086396E-12,-2.338153E-11,-8.350548E-12,2.800000E+0,9.052739E-12,-3.340219E-11,-1.169077E-11,2.857143E+0,9.152724E-12,-2.839186E-11,-1.002066E-11,2.833333E+0,8.993375E-12,-3.507230E-11,-8.350548E-12,4.200000E+0,9.184861E-12,-3.006197E-11,-1.002066E-11,3.000000E+0,8.977334E-12,-1.002066E-11,-1.169077E-11,8.571429E-1,9.217052E-12,1.336088E-11,-8.350548E-12,-1.600000E+0
O16,TM -dox,T,1.183161E-11,-3.173208E-11,-3.674241E-11,8.636364E-1,1.168654E-11,-2.004131E-11,-3.841252E-11,5.217392E-1,1.170521E-11,-1.837120E-11,-3.674241E-11,5.000000E-1,1.192662E-11,-2.672175E-11,-4.008263E-11,6.666666E-1,1.157435E-11,-1.837120E-11,-3.507230E-11,5.238095E-1,1.175304E-11,-2.171142E-11,-2.839186E-11,7.647058E-1,1.179745E-11,-3.006197E-11,-2.839186E-11,1.058823E+0,1.179192E-11,-3.006197E-11,-2.672175E-11,1.125000E+0,1.171245E-11,-2.839186E-11,-2.004131E-11,1.416667E+0,1.159879E-11,-3.674241E-11,-2.171142E-11,1.692308E+0,1.152108E-11,-3.674241E-11,-1.837120E-11,2.000000E+0,1.165063E-11,-3.006197E-11,-1.503099E-11,2.000000E+0,1.174186E-11,-3.674241E-11,-2.338153E-11,1.571429E+0,1.162494E-11,-2.338153E-11,-2.505164E-11,9.333334E-1
P16,TM -dox,T,1.415632E-11,-2.505164E-11,-1.837120E-11,1.363636E+0,1.381538E-11,-2.839186E-11,-1.336088E-11,2.125000E+0,1.410671E-11,-2.004131E-11,-1.670110E-11,1.200000E+0,1.400141E-11,-1.670110E-11,-8.350548E-12,2.000000E+0,1.387695E-11,-3.674241E-11,-2.505164E-11,1.466667E+0,1.422247E-11,-2.004131E-11,-1.169077E-11,1.714286E+0,1.405545E-11,-2.004131E-11,-8.350548E-12,2.400000E+0,1.414534E-11,-3.006197E-11,-1.336088E-11,2.250000E+0,1.421249E-11,-1.336088E-11,1.670109E-12,-8.000000E+0,1.389886E-11,-3.340219E-12,6.680438E-12,-5.000000E-1,1.397301E-11,-1.670110E-11,-1.336088E-11,1.250000E+0,1.386999E-11,8.350548E-12,8.350548E-12,1.000000E+0,1.411691E-11,-1.670109E-12,-1.336088E-11,1.250000E-1,1.404803E-11,1.670110E-11,-1.837120E-11,-9.090909E-1
B17,RH +dox,T,1.260905E-11,-2.171142E-11,-7.097965E-10,3.058824E-2,1.253896E-11,-1.503099E-11,-7.047862E-10,2.132702E-2,1.240905E-11,-3.173208E-11,-6.747242E-10,4.702970E-2,1.246471E-11,-2.171142E-11,-6.379818E-10,3.403141E-2,1.263080E-11,-2.171142E-11,-5.945590E-10,3.651685E-2,1.241248E-11,-2.505164E-11,-4.759812E-10,5.263158E-2,1.243727E-11,-3.006197E-11,-2.956094E-10,1.016949E-1,1.245971E-11,-1.085571E-10,-1.169077E-10,9.285714E-1,1.227231E-11,-3.574034E-10,-2.839186E-11,1.258824E+1,1.234595E-11,-6.095899E-10,-2.672175E-11,2.281250E+1,1.227860E-11,-6.546829E-10,-2.338153E-11,2.800000E+1,1.229632E-11,-5.945590E-10,-2.338153E-11,2.542857E+1,1.238788E-11,-4.743111E-10,-2.338153E-11,2.028571E+1,1.238947E-11,-3.340219E-10,-1.503099E-11,2.222222E+1
C17,RH +dox,T,1.194129E-11,-2.171142E-11,-2.204544E-10,9.848485E-2,1.193022E-11,-1.837120E-11,-2.221246E-10,8.270676E-2,1.198470E-11,-2.338153E-11,-2.154441E-10,1.085271E-1,1.153082E-11,-4.008263E-11,-1.970729E-10,2.033898E-1,1.220475E-11,-2.672175E-11,-1.870523E-10,1.428571E-1,1.166402E-11,-2.672175E-11,-1.569903E-10,1.702128E-1,1.168805E-11,-3.006197E-11,-1.152376E-10,2.608696E-1,1.155028E-11,-4.509296E-11,-5.177339E-11,8.709677E-1,1.163074E-11,-1.002066E-10,-2.672175E-11,3.750000E+0,1.150076E-11,-1.870523E-10,-3.006197E-11,6.222222E+0,1.142889E-11,-1.920626E-10,-3.340219E-12,5.750000E+1,1.154303E-11,-1.920626E-10,-2.004131E-11,9.583333E+0,1.143392E-11,-1.720213E-10,-1.837120E-11,9.363636E+0,1.130593E-11,-1.252582E-10,-2.672175E-11,4.687500E+0
E17,RH +dox,T,9.412965E-12,-1.837120E-11,-3.908056E-10,4.700855E-2,9.159589E-12,-1.837120E-11,-3.607437E-10,5.092592E-2,9.227019E-12,-1.837120E-11,-3.690942E-10,4.977375E-2,9.379154E-12,-2.004131E-11,-3.390322E-10,5.911330E-2,9.202795E-12,-1.670110E-11,-2.772382E-10,6.024097E-2,9.406740E-12,-2.338153E-11,-1.903925E-10,1.228070E-1,9.055040E-12,-4.342285E-11,-9.686635E-11,4.482759E-1,9.243984E-12,-1.369490E-10,-3.841252E-11,3.565218E+0,9.231337E-12,-2.805784E-10,-1.169077E-11,2.400000E+1,9.224615E-12,-3.540632E-10,-1.002066E-11,3.533333E+1,9.032005E-12,-3.473828E-10,-1.503099E-11,2.311111E+1,9.081399E-12,-2.905990E-10,-1.837120E-11,1.581818E+1,9.272534E-12,-2.304751E-10,-1.503099E-11,1.533333E+1,8.895306E-12,-1.703512E-10,-2.338153E-11,7.285714E+0
F17,RH +dox,T,1.803884E-11,-1.503099E-11,-3.874654E-10,3.879310E-2,1.789371E-11,-2.839186E-11,-3.841252E-10,7.391305E-2,1.793058E-11,-2.505164E-11,-3.640839E-10,6.880733E-2,1.802786E-11,-2.839186E-11,-3.574034E-10,7.943925E-2,1.804577E-11,-2.672175E-11,-3.256714E-10,8.205128E-2,1.831434E-11,-2.004131E-11,-2.555267E-10,7.843138E-2,1.797446E-11,-2.505164E-11,-1.519800E-10,1.648352E-1,1.807329E-11,-6.012394E-11,-5.010328E-11,1.200000E+0,1.777996E-11,-1.970729E-10,-1.503099E-11,1.311111E+1,1.792458E-11,-3.340219E-10,-1.336088E-11,2.500000E+1,1.824479E-11,-3.824551E-10,-2.171142E-11,1.761539E+1,1.764952E-11,-3.290116E-10,-1.670110E-11,1.970000E+1,1.794885E-11,-2.538566E-10,-2.004131E-11,1.266667E+1,1.815687E-11,-1.653408E-10,-5.010329E-12,3.300000E+1
