,,,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 014,Sweep 014,Sweep 014,Sweep 014
Well ID,Cell Type,Valid QC,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2
P12,TM +dox,T,4.123683E-11,-1.670110E-11,-1.476377E-9,1.131222E-2,4.107370E-11,-1.336088E-11,-1.434624E-9,9.313155E-3,4.026130E-11,-3.006197E-11,-1.406232E-9,2.137767E-2,3.911621E-11,-2.171142E-11,-1.329407E-9,1.633166E-2,3.848463E-11,-2.338153E-11,-1.257592E-9,1.859230E-2,3.836026E-11,-3.507230E-11,-1.045489E-9,3.354632E-2,3.749154E-11,-6.713840E-10,-5.077133E-10,1.322369E+0,3.684220E-11,-7.598998E-10,-1.653408E-10,4.595960E+0,3.523759E-11,-1.113963E-9,-6.847449E-11,1.626829E+1,3.551501E-11,-1.285984E-9,-4.676307E-11,2.750000E+1,3.390637E-11,-1.229201E-9,-5.177339E-11,2.374193E+1,3.441837E-11,-1.042148E-9,-4.175274E-11,2.496000E+1,3.360034E-11,-8.550960E-10,-6.179405E-11,1.383784E+1,3.184884E-11,-6.279612E-10,-4.175274E-11,1.504000E+1
B13,TM -dox,T,1.345333E-11,-1.002066E-11,-3.507230E-11,2.857143E-1,1.321546E-11,-2.505164E-11,-2.839186E-11,8.823529E-1,1.340075E-11,-2.338153E-11,-3.674241E-11,6.363636E-1,1.290852E-11,-2.672175E-11,-2.839186E-11,9.411765E-1,1.336972E-11,-2.171142E-11,-2.171142E-11,1.000000E+0,1.358287E-11,-3.006197E-11,-2.672175E-11,1.125000E+0,1.348966E-11,-3.340219E-11,-3.340219E-11,1.000000E+0,1.324526E-11,-1.002066E-11,5.010329E-12,-2.000000E+0,1.336837E-11,-1.837120E-11,-1.002066E-11,1.833333E+0,1.332155E-11,-2.839186E-11,-2.338153E-11,1.214286E+0,1.322511E-11,-3.173208E-11,-2.839186E-11,1.117647E+0,1.346453E-11,-1.837120E-11,-2.338153E-11,7.857143E-1,1.313434E-11,-2.171142E-11,-2.839186E-11,7.647058E-1,1.346257E-11,-1.336088E-11,-2.672175E-11,5.000000E-1
C13,TM -dox,T,1.297591E-11,-1.837120E-11,-2.171142E-11,8.461539E-1,1.300497E-11,-1.837120E-11,-2.004131E-11,9.166666E-1,1.302694E-11,-2.505164E-11,-2.505164E-11,1.000000E+0,1.295889E-11,-2.004131E-11,-2.672175E-11,7.500000E-1,1.299390E-11,-2.004131E-11,-2.672175E-11,7.500000E-1,1.311809E-11,-1.670110E-11,-1.670110E-11,1.000000E+0,1.299011E-11,-2.004131E-11,-2.004131E-11,1.000000E+0,1.293866E-11,-2.505164E-11,-2.171142E-11,1.153846E+0,1.284339E-11,-2.338153E-11,-2.004131E-11,1.166667E+0,1.299471E-11,-2.505164E-11,-2.338153E-11,1.071429E+0,1.298486E-11,-2.839186E-11,-2.505164E-11,1.133333E+0,1.275595E-11,-2.672175E-11,-2.338153E-11,1.142857E+0,1.293861E-11,-2.505164E-11,-2.171142E-11,1.153846E+0,1.292351E-11,-2.004131E-11,-2.004131E-11,1.000000E+0
D13,TM -dox,T,1.191798E-11,-1.670110E-11,-1.503099E-11,1.111111E+0,1.184023E-11,-1.670110E-11,-8.350548E-12,2.000000E+0,1.188285E-11,-1.670110E-11,0.000000E+0,-Inf,1.194184E-11,-2.505164E-11,-1.336088E-11,1.875000E+0,1.197638E-11,-2.338153E-11,-1.670109E-12,1.400000E+1,1.217187E-11,-1.503099E-11,0.000000E+0,-Inf,1.213800E-11,-2.505164E-11,-1.336088E-11,1.875000E+0,1.221888E-11,-2.338153E-11,-3.340219E-12,7.000000E+0,1.199352E-11,-1.336088E-11,0.000000E+0,-Inf,1.215178E-11,-3.340219E-12,0.000000E+0,-Inf,1.197112E-11,-3.340219E-12,3.340219E-12,-1.000000E+0,1.214477E-11,-5.010329E-12,-8.350548E-12,6.000000E-1,1.210124E-11,1.670109E-12,-8.350548E-12,-2.000000E-1,1.210604E-11,1.002066E-11,-1.336088E-11,-7.500000E-1
E13,TM -dox,T,1.508089E-11,-2.171142E-11,-3.173208E-11,6.842105E-1,1.522325E-11,-2.004131E-11,-3.006197E-11,6.666667E-1,1.504646E-11,-1.837120E-11,-2.672175E-11,6.875000E-1,1.516376E-11,-2.839186E-11,-2.505164E-11,1.133333E+0,1.512258E-11,-2.672175E-11,-3.507230E-11,7.619048E-1,1.539628E-11,-2.505164E-11,-3.173208E-11,7.894737E-1,1.512803E-11,-2.171142E-11,-2.839186E-11,7.647058E-1,1.483637E-11,-2.839186E-11,-2.505164E-11,1.133333E+0,1.480374E-11,-2.505164E-11,-2.171142E-11,1.153846E+0,1.520139E-11,-2.839186E-11,-2.505164E-11,1.133333E+0,1.504308E-11,-2.672175E-11,-2.338153E-11,1.142857E+0,1.495768E-11,-3.173208E-11,-2.672175E-11,1.187500E+0,1.489838E-11,-2.672175E-11,-2.004131E-11,1.333333E+0,1.517112E-11,-1.837120E-11,-2.171142E-11,8.461539E-1
F13,TM -dox,T,9.253000E-12,-2.505164E-11,-1.670110E-11,1.500000E+0,9.494820E-12,-2.171142E-11,-2.505164E-11,8.666667E-1,9.502060E-12,-2.171142E-11,-2.171142E-11,1.000000E+0,9.430178E-12,-1.670110E-11,-2.338153E-11,7.142857E-1,9.493605E-12,-1.837120E-11,-2.171142E-11,8.461539E-1,9.563144E-12,-2.839186E-11,-1.837120E-11,1.545455E+0,9.461752E-12,-3.340219E-11,-1.002066E-11,3.333333E+0,9.370066E-12,-2.338153E-11,-2.171142E-11,1.076923E+0,9.264006E-12,-2.839186E-11,-2.171142E-11,1.307692E+0,9.562275E-12,-3.173208E-11,-2.171142E-11,1.461538E+0,9.491371E-12,-1.837120E-11,-1.336088E-11,1.375000E+0,9.542497E-12,-2.171142E-11,-2.338153E-11,9.285714E-1,9.399499E-12,-2.004131E-11,-2.171142E-11,9.230770E-1,9.468031E-12,-1.503099E-11,-2.338153E-11,6.428571E-1
G13,TM -dox,T,5.114173E-11,-1.002066E-11,-2.037534E-10,4.918033E-2,5.052564E-11,-5.511361E-11,-1.803718E-10,3.055556E-1,5.002489E-11,-2.505164E-11,-1.837120E-10,1.363636E-1,5.000025E-11,-3.507230E-11,-1.720213E-10,2.038835E-1,4.925371E-11,-4.342285E-11,-1.670109E-10,2.600000E-1,4.914773E-11,-5.678372E-11,-1.603305E-10,3.541667E-1,4.905547E-11,-6.179405E-11,-1.269283E-10,4.868421E-1,4.819643E-11,-9.519624E-11,-1.002066E-10,9.500000E-1,4.746561E-11,-1.553202E-10,-8.183536E-11,1.897959E+0,4.763449E-11,-1.987430E-10,-7.348482E-11,2.704545E+0,4.759431E-11,-2.020833E-10,-6.513427E-11,3.102564E+0,4.717161E-11,-1.569903E-10,-4.008263E-11,3.916667E+0,4.712862E-11,-1.369490E-10,-4.843317E-11,2.827586E+0,4.740883E-11,-1.085571E-10,-5.177339E-11,2.096774E+0
H13,TM -dox,T,3.190190E-11,-2.338153E-11,-5.010328E-11,4.666667E-1,3.167939E-11,-2.338153E-11,-5.678372E-11,4.117647E-1,3.169559E-11,-1.837120E-11,-5.344350E-11,3.437500E-1,3.155277E-11,-2.004131E-11,-5.511361E-11,3.636364E-1,3.112260E-11,-2.171142E-11,-5.511361E-11,3.939394E-1,3.110634E-11,-3.006197E-11,-4.175274E-11,7.200000E-1,3.090408E-11,-3.173208E-11,-3.674241E-11,8.636364E-1,3.110390E-11,-2.338153E-11,-2.505164E-11,9.333334E-1,3.071080E-11,-4.175274E-11,-2.171142E-11,1.923077E+0,3.064948E-11,-5.344350E-11,-1.670110E-11,3.200000E+0,3.034823E-11,-4.175274E-11,-6.680438E-12,6.250000E+0,3.037799E-11,-3.841252E-11,-1.002066E-11,3.833333E+0,3.038373E-11,-4.509296E-11,-2.505164E-11,1.800000E+0,2.980271E-11,-2.338153E-11,-1.670110E-11,1.400000E+0
J13,TM -dox,T,1.116375E-11,-2.004131E-11,-2.171142E-11,9.230770E-1,1.136144E-11,-1.837120E-11,-2.505164E-11,7.333333E-1,1.123800E-11,-1.837120E-11,-2.505164E-11,7.333333E-1,1.115177E-11,-2.338153E-11,-3.006197E-11,7.777778E-1,1.118811E-11,-2.171142E-11,-3.006197E-11,7.222222E-1,1.120821E-11,-1.670110E-11,-2.171142E-11,7.692308E-1,1.135479E-11,-2.004131E-11,-2.004131E-11,1.000000E+0,1.144534E-11,-2.171142E-11,-2.004131E-11,1.083333E+0,1.136785E-11,-2.672175E-11,-2.839186E-11,9.411765E-1,1.143379E-11,-2.839186E-11,-2.505164E-11,1.133333E+0,1.123958E-11,-2.505164E-11,-2.171142E-11,1.153846E+0,1.142413E-11,-3.173208E-11,-2.338153E-11,1.357143E+0,1.134142E-11,-2.338153E-11,-2.338153E-11,1.000000E+0,1.144907E-11,-1.837120E-11,-1.503099E-11,1.222222E+0
L13,TM -dox,T,1.654902E-11,-2.672175E-11,-3.340219E-12,8.000000E+0,1.646618E-11,-2.839186E-11,-5.010329E-12,5.666667E+0,1.653704E-11,-1.670110E-11,-8.350548E-12,2.000000E+0,1.709901E-11,-3.340219E-11,-3.006197E-11,1.111111E+0,1.684584E-11,-2.505164E-11,-6.680438E-12,3.750000E+0,1.676918E-11,-1.169077E-11,6.680438E-12,-1.750000E+0,1.694321E-11,-2.004131E-11,8.350548E-12,-2.400000E+0,1.654048E-11,-1.670110E-11,5.010329E-12,-3.333333E+0,1.680153E-11,-2.171142E-11,-1.670109E-12,1.300000E+1,1.681247E-11,-2.672175E-11,-1.002066E-11,2.666667E+0,1.676642E-11,-1.002066E-11,-6.680438E-12,1.500000E+0,1.698886E-11,1.670109E-12,-8.350548E-12,-2.000000E-1,1.679088E-11,2.338153E-11,-3.340219E-12,-7.000000E+0,1.720961E-11,2.839186E-11,-2.004131E-11,-1.416667E+0
N13,TM -dox,T,1.935320E-11,-1.670110E-11,-3.674241E-11,4.545455E-1,1.967173E-11,-1.837120E-11,-3.173208E-11,5.789474E-1,1.928047E-11,-2.338153E-11,-3.340219E-11,7.000000E-1,1.951476E-11,-1.837120E-11,-3.340219E-11,5.500000E-1,1.949601E-11,-4.509296E-11,-3.340219E-11,1.350000E+0,1.963032E-11,-2.672175E-11,-3.340219E-11,8.000000E-1,1.962133E-11,-2.338153E-11,-2.505164E-11,9.333334E-1,1.962238E-11,-2.839186E-11,-2.338153E-11,1.214286E+0,1.958360E-11,-3.173208E-11,-1.670110E-11,1.900000E+0,1.955841E-11,-4.342285E-11,-3.340219E-11,1.300000E+0,1.955321E-11,-5.010328E-11,-3.340219E-11,1.500000E+0,1.979655E-11,-4.509296E-11,-2.839186E-11,1.588235E+0,1.976073E-11,-2.672175E-11,-1.837120E-11,1.454545E+0,1.960939E-11,-2.505164E-11,-2.338153E-11,1.071429E+0
O13,TM -dox,T,6.512694E-12,-1.336088E-11,-1.503099E-11,8.888889E-1,6.552656E-12,-2.004131E-11,-2.338153E-11,8.571429E-1,6.699951E-12,-1.503099E-11,-2.839186E-11,5.294117E-1,6.282102E-12,-2.338153E-11,-3.340219E-12,7.000000E+0,6.312995E-12,-3.173208E-11,1.670109E-12,-1.900000E+1,6.554188E-12,-3.006197E-11,-2.171142E-11,1.384615E+0,6.535566E-12,-2.171142E-11,-1.169077E-11,1.857143E+0,6.491722E-12,-2.672175E-11,-6.680438E-12,4.000000E+0,6.550083E-12,-2.171142E-11,-1.670109E-12,1.300000E+1,6.847985E-12,-2.004131E-11,-1.002066E-11,2.000000E+0,6.305567E-12,-5.010329E-12,-5.010329E-12,1.000000E+0,6.384096E-12,-3.340219E-12,-8.350548E-12,4.000000E-1,6.631117E-12,3.340219E-12,-8.350548E-12,-4.000000E-1,6.567720E-12,1.503099E-11,-1.670109E-12,-9.000000E+0
P13,TM -dox,T,1.252093E-11,-2.171142E-11,-3.173208E-11,6.842105E-1,1.245581E-11,-1.670110E-11,-2.004131E-11,8.333334E-1,1.267978E-11,-2.004131E-11,-2.338153E-11,8.571429E-1,1.271350E-11,-1.837120E-11,-2.004131E-11,9.166666E-1,1.245502E-11,-2.338153E-11,-2.672175E-11,8.750000E-1,1.224287E-11,-2.338153E-11,-1.002066E-11,2.333333E+0,1.231882E-11,-3.006197E-11,-2.672175E-11,1.125000E+0,1.241572E-11,-2.505164E-11,-1.670110E-11,1.500000E+0,1.238269E-11,-1.837120E-11,-1.169077E-11,1.571429E+0,1.229353E-11,-3.173208E-11,-2.338153E-11,1.357143E+0,1.225255E-11,-2.505164E-11,-2.004131E-11,1.250000E+0,1.223830E-11,-2.171142E-11,-2.505164E-11,8.666667E-1,1.215660E-11,3.340219E-12,-1.169077E-11,-2.857143E-1,1.240170E-11,-3.340219E-12,-1.837120E-11,1.818182E-1
B14,TM -dox,T,2.084191E-11,-2.004131E-11,-3.340219E-11,6.000000E-1,2.077980E-11,-1.837120E-11,-2.338153E-11,7.857143E-1,2.073832E-11,-2.171142E-11,-3.006197E-11,7.222222E-1,2.073063E-11,-2.505164E-11,-2.171142E-11,1.153846E+0,2.086516E-11,-2.171142E-11,-1.837120E-11,1.181818E+0,2.070484E-11,-2.338153E-11,-2.505164E-11,9.333334E-1,2.072544E-11,-2.338153E-11,-1.336088E-11,1.750000E+0,2.074091E-11,-2.839186E-11,-2.171142E-11,1.307692E+0,2.079772E-11,-2.505164E-11,-1.002066E-11,2.500000E+0,2.078747E-11,-2.171142E-11,-1.670110E-11,1.300000E+0,2.069593E-11,-2.171142E-11,-1.336088E-11,1.625000E+0,2.072126E-11,-2.004131E-11,-1.336088E-11,1.500000E+0,2.085623E-11,-1.169077E-11,-2.672175E-11,4.375000E-1,2.073312E-11,5.010329E-12,-2.171142E-11,-2.307692E-1
C14,TM -dox,T,1.188411E-11,-2.004131E-11,-2.171142E-11,9.230770E-1,1.215882E-11,-2.171142E-11,-3.507230E-11,6.190476E-1,1.185573E-11,-3.340219E-11,-1.169077E-11,2.857143E+0,1.158200E-11,-1.837120E-11,-2.338153E-11,7.857143E-1,1.134649E-11,-1.837120E-11,-2.338153E-11,7.857143E-1,1.171846E-11,-2.171142E-11,-1.670110E-11,1.300000E+0,1.175822E-11,-2.004131E-11,-1.503099E-11,1.333333E+0,1.208508E-11,-2.004131E-11,-1.670110E-11,1.200000E+0,1.156524E-11,-2.505164E-11,-1.670110E-11,1.500000E+0,1.175862E-11,-2.839186E-11,-2.171142E-11,1.307692E+0,1.162664E-11,-3.173208E-11,-2.672175E-11,1.187500E+0,1.175080E-11,-2.004131E-11,-2.672175E-11,7.500000E-1,1.183164E-11,-6.680438E-12,-1.169077E-11,5.714285E-1,1.142950E-11,-3.006197E-11,-2.338153E-11,1.285714E+0
D14,TM -dox,T,9.456750E-12,-1.336088E-11,-3.507230E-11,3.809524E-1,9.622049E-12,-2.171142E-11,-2.672175E-11,8.125000E-1,9.442491E-12,-2.004131E-11,-2.505164E-11,8.000000E-1,9.643535E-12,-2.004131E-11,-3.006197E-11,6.666667E-1,9.510093E-12,-2.171142E-11,-2.505164E-11,8.666667E-1,9.603486E-12,-2.338153E-11,-2.672175E-11,8.750000E-1,9.470849E-12,-2.004131E-11,-2.505164E-11,8.000000E-1,9.623798E-12,-2.839186E-11,-2.672175E-11,1.062500E+0,9.409578E-12,-2.505164E-11,-2.338153E-11,1.071429E+0,9.509676E-12,-3.507230E-11,-2.839186E-11,1.235294E+0,9.433281E-12,-2.171142E-11,-2.672175E-11,8.125000E-1,9.629147E-12,-3.006197E-11,-3.006197E-11,1.000000E+0,9.572176E-12,-3.507230E-11,-3.006197E-11,1.166667E+0,9.405857E-12,-3.340219E-11,-2.505164E-11,1.333333E+0
E14,TM -dox,T,1.813644E-11,-2.505164E-11,-3.340219E-11,7.499999E-1,1.828480E-11,-2.505164E-11,-2.004131E-11,1.250000E+0,1.794644E-11,-2.004131E-11,-2.505164E-11,8.000000E-1,1.801650E-11,-2.171142E-11,-2.672175E-11,8.125000E-1,1.819159E-11,-2.004131E-11,-2.004131E-11,1.000000E+0,1.809314E-11,-2.839186E-11,-3.173208E-11,8.947369E-1,1.817007E-11,-2.171142E-11,-1.837120E-11,1.181818E+0,1.828462E-11,-2.004131E-11,-2.171142E-11,9.230770E-1,1.817921E-11,-1.837120E-11,-1.336088E-11,1.375000E+0,1.809372E-11,-3.006197E-11,-2.338153E-11,1.285714E+0,1.803114E-11,-3.006197E-11,-2.338153E-11,1.285714E+0,1.795084E-11,-1.837120E-11,-1.670110E-11,1.100000E+0,1.819534E-11,-1.002066E-11,-1.670110E-11,6.000000E-1,1.821275E-11,0.000000E+0,-6.680438E-12,-0.000000E+0
F14,TM -dox,T,3.733850E-11,-2.839186E-11,-5.511361E-11,5.151516E-1,3.747430E-11,-2.171142E-11,-5.845383E-11,3.714285E-1,3.741519E-11,-2.338153E-11,-5.511361E-11,4.242424E-1,3.746117E-11,-2.839186E-11,-5.678372E-11,5.000000E-1,3.742578E-11,-2.672175E-11,-5.511361E-11,4.848485E-1,3.735504E-11,-2.839186E-11,-5.177339E-11,5.483871E-1,3.740944E-11,-2.839186E-11,-3.841252E-11,7.391305E-1,3.754293E-11,-3.006197E-11,-3.340219E-11,9.000000E-1,3.739296E-11,-3.841252E-11,-2.338153E-11,1.642857E+0,3.742678E-11,-4.509296E-11,-2.505164E-11,1.800000E+0,3.737764E-11,-6.346416E-11,-2.839186E-11,2.235294E+0,3.767811E-11,-5.678372E-11,-1.670110E-11,3.400000E+0,3.724149E-11,-4.509296E-11,-2.171142E-11,2.076923E+0,3.724069E-11,-4.843317E-11,-2.672175E-11,1.812500E+0
G14,TM -dox,T,1.694161E-11,-2.171142E-11,-2.505164E-11,8.666667E-1,1.620805E-11,-1.837120E-11,-2.505164E-11,7.333333E-1,1.688523E-11,-1.837120E-11,-3.173208E-11,5.789474E-1,1.598814E-11,-2.672175E-11,-6.680438E-11,4.000000E-1,1.633466E-11,-1.670109E-12,-3.340219E-11,5.000000E-2,1.670168E-11,-2.004131E-11,-2.672175E-11,7.500000E-1,1.631310E-11,-2.004131E-11,-3.340219E-11,6.000000E-1,1.240474E-11,-3.006197E-11,-3.006197E-11,1.000000E+0,1.176956E-11,-4.175274E-11,-3.173208E-11,1.315789E+0,1.202520E-11,-4.008263E-11,-3.006197E-11,1.333333E+0,1.160326E-11,-4.175274E-11,-3.507230E-11,1.190476E+0,1.157504E-11,-4.342285E-11,-4.008263E-11,1.083333E+0,1.153892E-11,-2.672175E-11,-3.006197E-11,8.888889E-1,1.162083E-11,-1.336088E-11,-2.672175E-11,5.000000E-1
I14,TM -dox,T,2.274301E-11,-2.004131E-11,-1.118973E-10,1.791045E-1,2.282707E-11,-2.338153E-11,-9.352613E-11,2.500000E-1,2.283153E-11,-2.505164E-11,-1.018767E-10,2.459016E-1,2.272477E-11,-2.839186E-11,-1.035468E-10,2.741936E-1,2.298855E-11,-2.338153E-11,-1.018767E-10,2.295082E-1,2.275533E-11,-1.837120E-11,-7.014460E-11,2.619047E-1,2.281084E-11,-2.171142E-11,-5.678372E-11,3.823529E-1,2.299494E-11,-2.338153E-11,-2.004131E-11,1.166667E+0,2.306177E-11,-5.845383E-11,-1.169077E-11,5.000000E+0,2.299753E-11,-1.035468E-10,-1.002066E-11,1.033333E+1,2.299871E-11,-1.052169E-10,-5.010329E-12,2.100000E+1,2.338382E-11,-9.352613E-11,-8.350548E-12,1.120000E+1,2.251206E-11,-4.676307E-11,6.680438E-12,-7.000000E+0,2.335290E-11,-2.004131E-11,-6.680438E-12,3.000000E+0
J14,TM -dox,T,1.425421E-11,-2.004131E-11,-3.507230E-11,5.714286E-1,1.429534E-11,-2.338153E-11,-3.507230E-11,6.666667E-1,1.401485E-11,-2.672175E-11,-3.006197E-11,8.888889E-1,1.423815E-11,-2.505164E-11,-4.008263E-11,6.249999E-1,1.469165E-11,-2.672175E-11,-3.173208E-11,8.421053E-1,1.429397E-11,-2.672175E-11,-2.839186E-11,9.411765E-1,1.426791E-11,-2.338153E-11,-3.173208E-11,7.368422E-1,1.437110E-11,-2.171142E-11,-1.670110E-11,1.300000E+0,1.386045E-11,-2.672175E-11,-1.837120E-11,1.454545E+0,1.430143E-11,-3.507230E-11,-2.171142E-11,1.615385E+0,1.430908E-11,-3.841252E-11,-3.173208E-11,1.210526E+0,1.408803E-11,-2.338153E-11,-2.338153E-11,1.000000E+0,1.442959E-11,-2.505164E-11,-1.837120E-11,1.363636E+0,1.413468E-11,-2.672175E-11,-2.672175E-11,1.000000E+0
K14,TM -dox,T,1.017515E-11,-2.171142E-11,-2.839186E-11,7.647058E-1,9.939495E-12,-1.837120E-11,-3.006197E-11,6.111111E-1,9.899175E-12,-2.171142E-11,-3.006197E-11,7.222222E-1,1.006335E-11,-2.171142E-11,-2.839186E-11,7.647058E-1,9.989795E-12,-2.004131E-11,-2.505164E-11,8.000000E-1,1.026837E-11,-2.338153E-11,-2.672175E-11,8.750000E-1,1.000993E-11,-2.672175E-11,-2.839186E-11,9.411765E-1,1.016169E-11,-2.672175E-11,-2.839186E-11,9.411765E-1,1.017480E-11,-3.507230E-11,-2.171142E-11,1.615385E+0,1.014738E-11,-3.006197E-11,-2.839186E-11,1.058823E+0,1.015928E-11,-3.340219E-11,-3.006197E-11,1.111111E+0,1.000865E-11,-3.006197E-11,-2.505164E-11,1.200000E+0,1.022886E-11,-2.505164E-11,-2.338153E-11,1.071429E+0,9.750828E-12,-2.672175E-11,-2.505164E-11,1.066667E+0
L14,TM -dox,T,1.067232E-11,-2.505164E-11,-4.175274E-11,6.000000E-1,1.069334E-11,-2.171142E-11,-3.340219E-11,6.500000E-1,1.071846E-11,-1.837120E-11,-3.507230E-11,5.238095E-1,1.080220E-11,-2.004131E-11,-3.507230E-11,5.714286E-1,1.065509E-11,-2.505164E-11,-3.173208E-11,7.894737E-1,1.080585E-11,-2.505164E-11,-3.340219E-11,7.499999E-1,1.061057E-11,-2.672175E-11,-3.173208E-11,8.421053E-1,1.073379E-11,-2.672175E-11,-3.173208E-11,8.421053E-1,1.072130E-11,-3.173208E-11,-3.006197E-11,1.055556E+0,1.086280E-11,-3.340219E-11,-2.672175E-11,1.250000E+0,1.049786E-11,-4.342285E-11,-3.340219E-11,1.300000E+0,1.074070E-11,-4.509296E-11,-3.173208E-11,1.421053E+0,1.052798E-11,-4.175274E-11,-3.340219E-11,1.250000E+0,1.065447E-11,-3.006197E-11,-2.839186E-11,1.058823E+0
M14,TM -dox,T,8.092953E-12,-2.338153E-11,-1.837120E-11,1.272727E+0,7.931187E-12,-2.004131E-11,-1.002066E-11,2.000000E+0,7.952502E-12,-2.505164E-11,-1.670109E-12,1.500000E+1,8.277117E-12,-2.839186E-11,-1.002066E-11,2.833333E+0,7.951750E-12,-3.674241E-11,-2.672175E-11,1.375000E+0,7.975991E-12,-2.672175E-11,-6.680438E-12,4.000000E+0,8.207507E-12,-2.505164E-11,-1.837120E-11,1.363636E+0,8.281847E-12,-3.173208E-11,-1.670110E-11,1.900000E+0,8.218508E-12,-2.338153E-11,-1.002066E-11,2.333333E+0,7.802459E-12,-2.672175E-11,-2.004131E-11,1.333333E+0,8.184797E-12,-2.171142E-11,-2.171142E-11,1.000000E+0,8.439915E-12,1.670109E-12,-1.002066E-11,-1.666667E-1,7.846934E-12,2.004131E-11,-1.336088E-11,-1.500000E+0,7.995353E-12,3.507230E-11,-1.336088E-11,-2.625000E+0
N14,TM -dox,T,3.033071E-12,-2.171142E-11,-1.837120E-11,1.181818E+0,3.526525E-12,-1.503099E-11,-4.509296E-11,3.333333E-1,3.249592E-12,-2.338153E-11,-4.843317E-11,4.827586E-1,3.730475E-12,-2.672175E-11,-2.839186E-11,9.411765E-1,3.401555E-12,-2.672175E-11,-2.338153E-11,1.142857E+0,3.449625E-12,-3.841252E-11,-4.175274E-11,9.200000E-1,3.562241E-12,-4.175274E-11,-4.342285E-11,9.615385E-1,3.520605E-12,-3.173208E-11,-1.670110E-11,1.900000E+0,3.592979E-12,-3.507230E-11,-2.171142E-11,1.615385E+0,3.454840E-12,-3.340219E-11,-2.171142E-11,1.538462E+0,3.383042E-12,-1.169077E-11,-1.503099E-11,7.777778E-1,4.089549E-12,-5.010329E-12,-2.171142E-11,2.307692E-1,3.760950E-12,6.680438E-12,-1.670110E-11,-4.000000E-1,3.466076E-12,-3.340219E-12,-3.340219E-11,9.999999E-2
O14,TM -dox,T,1.774914E-11,-2.004131E-11,-1.670110E-11,1.200000E+0,1.771730E-11,-1.336088E-11,-2.505164E-11,5.333334E-1,1.784411E-11,-1.837120E-11,-1.336088E-11,1.375000E+0,1.790011E-11,-3.841252E-11,-2.338153E-11,1.642857E+0,1.790744E-11,-2.839186E-11,-2.171142E-11,1.307692E+0,1.778745E-11,-2.505164E-11,-1.336088E-11,1.875000E+0,1.805348E-11,-2.672175E-11,-2.171142E-11,1.230769E+0,1.845103E-11,-2.505164E-11,-1.503099E-11,1.666667E+0,1.801475E-11,-4.342285E-11,-3.006197E-11,1.444444E+0,1.796213E-11,-3.006197E-11,-2.505164E-11,1.200000E+0,1.792479E-11,-2.505164E-11,-2.171142E-11,1.153846E+0,1.824206E-11,-2.004131E-11,-2.672175E-11,7.500000E-1,1.767175E-11,-1.503099E-11,-3.674241E-11,4.090909E-1,1.799244E-11,-1.670109E-12,-3.173208E-11,5.263158E-2
A15,TM -dox,T,1.850202E-11,-2.672175E-11,-3.841252E-11,6.956522E-1,1.842353E-11,-1.837120E-11,-3.507230E-11,5.238095E-1,1.855949E-11,-1.670110E-11,-3.507230E-11,4.761905E-1,1.887784E-11,-2.505164E-11,-3.340219E-11,7.499999E-1,1.849800E-11,-2.505164E-11,-2.505164E-11,1.000000E+0,1.859357E-11,-2.839186E-11,-3.173208E-11,8.947369E-1,1.850494E-11,-2.505164E-11,-2.672175E-11,9.375000E-1,1.847748E-11,-4.175274E-11,-4.175274E-11,1.000000E+0,1.857924E-11,-3.507230E-11,-2.004131E-11,1.750000E+0,1.864388E-11,-3.340219E-11,-2.839186E-11,1.176471E+0,1.860019E-11,-2.839186E-11,-1.837120E-11,1.545455E+0,1.852321E-11,-3.340219E-11,-3.173208E-11,1.052632E+0,1.864232E-11,-2.338153E-11,-3.340219E-11,7.000000E-1,1.849785E-11,-8.350548E-12,-1.837120E-11,4.545455E-1
